amount,hour_of_day,account_age_days,avg_historical_ticket,amount_zscore,velocity_1h,velocity_24h,distinct_merchants_24h,cross_merchant_velocity_1h,geo_mismatch,new_device,new_payee,payee_added_to_txn_minutes,sim_or_device_change_recent,session_duration_sec,is_international,chargeback_history_count,merchant_risk_score,billing_shipping_mismatch,fraud_pattern,is_fraud
1162.21,17,283,1663.77,-0.754,0,2,1,0,0,0,0,83,0,55.2,0,0,0.007,0,legit,0
810.58,2,83,1450.95,-1.103,2,0,3,0,0,0,1,2545,0,55.1,1,0,0.054,0,legit,0
165.53,3,272,619.67,-1.832,2,2,2,0,0,0,0,13863,0,381.7,0,0,0.0,0,legit,0
527.44,17,250,507.89,0.096,0,2,2,0,0,0,1,61,0,132.4,0,0,0.264,0,legit,0
10.0,4,172,1421.57,-2.482,0,0,1,0,0,0,0,2994,0,20.4,0,0,0.0,0,legit,0
708.07,16,388,1247.6,-1.081,1,3,1,0,0,0,0,54149,0,46.0,0,0,0.0,0,legit,0
1115.77,4,649,1266.54,-0.298,0,0,4,1,0,1,1,548,0,34.5,0,0,0.0,0,legit,0
1419.66,8,881,1774.17,-0.5,0,0,2,0,0,0,0,3309,0,59.5,0,0,0.129,0,legit,0
778.85,21,718,1596.08,-1.28,1,0,1,0,0,0,0,49,0,79.0,0,0,0.151,0,legit,0
1018.93,0,783,1122.17,-0.23,0,4,1,0,0,0,0,3564,0,116.7,0,0,0.036,0,legit,0
1370.59,9,1122,1128.94,0.535,0,2,2,0,0,0,0,986,0,46.6,0,0,0.241,0,legit,0
1699.73,0,409,1240.61,0.925,1,1,1,0,0,0,0,12765,0,19.0,0,0,0.101,0,legit,0
1311.65,21,61,1346.33,-0.064,1,4,1,1,0,1,0,735,0,154.5,0,0,0.383,1,legit,0
105.15,1,114,152.07,-0.771,0,2,4,0,0,0,0,17,0,193.9,0,0,0.223,0,legit,0
810.17,11,179,891.85,-0.229,2,3,2,0,0,0,0,7062,0,52.1,0,0,0.332,0,legit,0
1094.73,15,513,1048.62,0.11,0,5,1,0,0,0,0,221,0,376.2,0,0,0.413,0,legit,0
468.51,7,401,1355.36,-1.636,0,2,2,1,0,0,1,4672,0,79.1,0,0,0.277,0,legit,0
1747.82,20,174,1244.91,1.01,1,3,5,0,0,0,0,244,0,120.7,0,0,0.127,0,legit,0
495.55,3,638,956.54,-1.205,0,6,2,1,0,0,0,7178,0,72.8,0,0,0.119,0,legit,0
2257.19,17,114,1719.15,0.782,0,1,1,0,0,0,0,3226,0,17.4,0,0,0.412,0,legit,0
314.18,5,758,871.23,-1.598,0,4,1,1,0,0,0,90,0,387.8,1,0,0.214,0,legit,0
716.48,12,330,835.83,-0.357,0,1,4,0,0,0,1,377,0,84.7,0,0,0.33,0,legit,0
1414.16,22,327,1433.45,-0.034,0,2,1,0,0,0,0,67,0,117.2,0,0,0.243,0,legit,0
178.31,22,190,1259.69,-2.146,0,2,1,2,0,0,0,30,0,54.0,0,0,0.058,0,legit,0
2108.23,21,359,1407.31,1.245,1,4,2,0,0,0,1,913,0,308.4,0,0,0.319,0,legit,0
559.46,6,72,616.05,-0.23,0,3,2,0,0,0,1,178782,0,18.7,0,0,0.101,0,legit,0
528.23,0,505,370.05,1.069,0,0,1,0,0,0,0,228,0,42.5,0,0,0.211,0,legit,0
286.4,5,266,236.52,0.527,1,3,2,1,0,0,0,1074,0,336.8,0,0,0.245,0,legit,0
1959.95,9,241,1171.42,1.683,1,3,3,1,0,0,0,37,0,147.0,0,0,0.127,0,legit,0
855.01,3,287,635.89,0.861,0,1,1,1,0,0,1,523,0,47.4,0,0,0.19,0,legit,0
1286.69,4,162,853.08,1.271,0,0,4,0,0,0,0,15039,0,103.0,0,0,0.228,0,legit,0
806.12,19,327,785.87,0.064,0,2,1,0,0,0,1,359,0,76.5,0,0,0.164,0,legit,0
1493.2,18,339,1589.79,-0.152,0,2,2,0,0,0,0,2601,0,44.6,0,0,0.172,0,legit,0
707.85,1,285,702.65,0.018,0,2,1,0,0,0,1,169,0,119.9,0,0,0.171,0,legit,0
1406.01,15,190,1749.85,-0.491,0,0,3,0,0,0,0,855,0,233.8,0,0,0.0,0,legit,0
335.03,20,149,907.28,-1.577,1,3,2,0,0,0,1,902,0,60.7,0,0,0.173,0,legit,0
683.63,1,183,916.01,-0.634,0,1,1,1,0,0,0,53,1,93.8,0,0,0.06,0,legit,0
1037.44,4,120,1763.22,-1.029,0,3,1,0,0,0,0,127,0,97.0,0,0,0.0,0,legit,0
457.12,21,294,802.44,-1.076,0,4,2,0,0,0,0,34,0,14.3,0,0,0.0,0,legit,0
225.87,1,293,156.08,1.118,0,3,2,0,0,0,0,322,0,73.1,0,0,0.153,0,legit,0
1992.01,14,157,1873.2,0.159,0,1,1,0,0,0,0,223,0,62.2,0,1,0.201,0,legit,0
901.32,12,497,696.65,0.734,0,4,2,1,0,0,0,3244,0,58.9,0,0,0.097,0,legit,0
1184.09,3,552,1015.47,0.415,0,1,1,0,0,0,0,1200,0,67.7,0,0,0.151,0,legit,0
3655.02,2,409,2000.28,2.068,0,2,2,0,0,0,0,1125,0,49.1,0,0,0.039,0,legit,0
1587.76,5,125,1804.86,-0.301,0,7,3,0,0,0,1,326,0,73.8,0,0,0.112,0,legit,0
74.47,13,123,50.0,1.223,0,2,3,0,0,0,0,40,0,110.6,0,0,0.034,0,legit,0
269.54,3,344,1188.55,-1.933,0,1,1,0,0,0,0,27931,0,307.8,0,0,0.138,0,legit,0
1359.96,4,146,943.67,1.103,1,3,1,0,0,0,1,8323,0,42.9,0,0,0.371,0,legit,0
398.56,7,687,1835.11,-1.957,0,1,1,0,0,0,0,351,0,57.1,0,0,0.156,0,legit,0
233.97,9,46,671.05,-1.628,0,4,4,3,0,1,1,380,0,69.8,0,0,0.065,0,legit,0
587.82,11,219,1067.74,-1.124,1,2,1,1,0,1,1,13,0,307.1,0,0,0.014,0,legit,0
1814.56,12,302,1375.99,0.797,0,0,2,0,0,0,0,718,0,156.6,0,0,0.152,0,legit,0
1953.42,11,285,1727.48,0.327,0,3,1,0,0,0,0,300,0,32.4,0,0,0.352,0,legit,0
346.95,3,259,733.61,-1.318,0,1,3,1,0,0,0,1043,0,229.9,0,0,0.134,0,legit,0
1373.26,0,135,1315.5,0.11,0,3,1,0,0,0,0,430,0,127.3,0,0,0.236,0,legit,0
648.92,6,287,1313.03,-1.264,0,0,1,0,0,0,0,66,0,77.4,0,0,0.049,0,legit,0
2220.48,10,21,1918.73,0.393,3,0,3,0,0,0,0,58,0,29.0,0,0,0.198,0,legit,0
1747.47,2,1253,1281.41,0.909,0,1,1,0,0,0,0,486,0,42.6,0,0,0.066,0,legit,0
1822.03,0,61,1169.92,1.394,4,9,12,4,0,0,1,186,0,62.3,0,0,0.778,0,mule_cashout_ring,1
1664.17,16,784,1746.58,-0.118,0,1,2,0,0,0,0,155,0,53.2,0,0,0.092,0,legit,0
1260.38,6,211,1352.95,-0.171,1,1,5,0,0,0,0,312,0,142.9,0,0,0.22,0,legit,0
389.03,2,417,543.13,-0.709,0,3,1,0,0,0,1,19,0,73.1,0,0,0.343,0,legit,0
1244.98,4,664,1102.02,0.324,0,6,3,0,0,0,1,544,0,191.2,0,0,0.067,0,legit,0
3951.8,15,549,2123.16,2.153,0,0,2,0,0,0,0,353,0,62.5,0,0,0.094,0,legit,0
2437.46,13,431,1647.28,1.199,0,1,1,0,0,0,0,32,0,95.4,0,0,0.364,0,legit,0
1637.72,4,294,1214.06,0.872,2,1,4,0,0,1,0,1174,0,35.0,0,0,0.17,0,legit,0
551.53,18,187,594.63,-0.181,0,1,2,1,0,0,0,444,0,229.5,0,0,0.211,1,legit,0
1517.39,23,174,871.89,1.851,0,1,1,0,0,0,0,4060,0,267.4,0,0,0.127,0,legit,0
959.99,13,318,1343.94,-0.714,0,2,1,1,0,0,1,2080,0,118.4,0,0,0.366,0,legit,0
523.98,14,156,782.33,-0.826,0,2,5,0,0,0,0,1177,0,145.1,0,0,0.206,0,legit,0
1321.56,9,244,993.68,0.825,0,1,1,0,0,1,0,36,0,111.1,0,0,0.342,0,legit,0
384.89,12,655,258.63,1.221,0,0,1,0,0,0,0,3125,0,29.6,0,0,0.126,0,legit,0
429.04,18,216,580.53,-0.652,1,3,2,0,0,0,0,302,0,196.7,0,0,0.191,0,legit,0
1248.18,23,552,1676.07,-0.638,0,0,1,0,0,0,1,453,0,276.0,0,0,0.089,0,legit,0
417.48,23,110,772.1,-1.148,3,3,2,0,0,0,0,3674,1,146.5,0,0,0.063,0,legit,0
248.74,18,131,205.68,0.523,0,2,1,0,0,0,0,62,1,87.1,0,0,0.355,0,legit,0
2246.36,16,279,1598.67,1.013,0,2,1,0,0,0,0,2195,1,34.7,0,0,0.272,0,legit,0
1127.93,19,492,907.52,0.607,0,0,1,1,0,0,1,2554,0,130.5,0,0,0.281,0,legit,0
370.62,1,787,454.75,-0.463,2,2,3,0,0,1,1,92,0,552.1,0,0,0.332,0,legit,0
548.25,12,714,645.56,-0.377,0,2,1,0,0,0,0,55,0,95.7,1,0,0.159,0,legit,0
795.77,1,774,1194.28,-0.834,0,6,1,0,0,0,0,3997,0,162.7,0,0,0.186,0,legit,0
1090.0,5,126,1061.58,0.067,1,2,4,4,0,1,1,573,0,55.2,0,0,0.326,0,legit,0
216.39,14,634,834.89,-1.852,0,3,1,0,0,0,0,79,0,97.9,0,0,0.12,0,legit,0
864.12,17,318,1155.92,-0.631,0,3,1,1,0,0,0,213,0,86.6,0,0,0.2,0,legit,0
102.3,23,701,157.67,-0.878,1,7,1,0,0,0,0,773,0,205.8,0,0,0.277,1,legit,0
1604.25,8,196,951.97,1.713,0,3,1,0,0,0,0,47,0,90.8,0,0,0.24,0,legit,0
3450.03,23,510,867.24,7.445,0,3,1,0,0,1,0,25,0,34.5,0,0,0.102,0,account_takeover_simswap,1
1008.96,13,903,1346.21,-0.626,1,2,1,0,0,0,0,56,0,26.0,0,0,0.317,0,legit,0
857.47,8,347,786.72,0.225,0,2,2,0,0,0,0,887,0,53.2,0,0,0.129,0,legit,0
22.66,22,810,50.0,-1.367,2,2,2,0,0,0,0,9374,0,51.1,0,0,0.357,0,legit,0
1165.25,10,1171,1007.94,0.39,0,1,2,0,0,0,0,20388,0,37.9,0,0,0.09,0,legit,0
2167.45,10,355,1658.79,0.767,0,4,2,0,1,0,0,748,0,59.0,0,0,0.39,0,legit,0
2022.08,14,100,1764.42,0.365,1,1,2,0,1,1,1,141,0,91.7,0,0,0.169,0,legit,0
607.06,12,255,1593.51,-1.548,0,1,3,1,0,1,0,8085,0,94.9,0,0,0.072,0,legit,0
2027.95,19,552,1452.43,0.991,0,1,3,0,0,0,0,659,0,274.4,0,0,0.365,0,legit,0
560.28,4,328,1262.89,-1.391,0,0,2,0,0,0,1,15448,0,113.8,0,0,0.207,0,legit,0
914.38,20,583,1020.61,-0.26,1,2,1,1,0,0,0,153,0,61.8,0,0,0.274,0,legit,0
1319.76,4,80,937.44,1.02,1,3,1,0,0,0,1,3745,0,7.9,1,0,0.147,0,legit,0
1702.58,12,153,1312.03,0.744,0,4,2,0,0,0,0,1556,0,157.1,0,1,0.281,0,legit,0
1226.93,0,211,1537.48,-0.505,0,0,1,0,0,0,0,615,0,22.1,0,0,0.396,0,legit,0
485.11,7,65,1025.03,-1.317,0,2,1,0,0,0,0,11,0,47.4,0,0,0.208,0,legit,0
775.08,9,379,859.96,-0.247,1,3,1,0,0,0,0,22,0,55.4,0,0,0.183,0,legit,0
407.62,11,239,320.01,0.684,0,1,1,1,0,0,0,41,0,763.6,0,0,0.1,0,legit,0
115.68,20,361,50.0,3.284,1,2,8,0,1,1,1,14239,0,297.8,0,0,0.331,0,remote_access_session,1
2929.39,0,277,2448.18,0.491,1,2,1,1,0,0,1,21598,0,22.6,0,0,0.445,0,legit,0
782.31,18,494,688.48,0.341,1,4,2,0,0,0,0,190,1,147.2,0,0,0.138,0,legit,0
1025.04,23,179,1254.83,-0.458,0,2,3,0,0,0,0,2126,0,49.5,0,0,0.211,0,legit,0
52.18,10,378,50.0,0.109,0,1,1,0,0,0,0,578,0,32.4,0,0,0.141,0,legit,0
430.8,17,469,673.16,-0.9,0,3,2,0,0,0,0,81,0,97.2,0,0,0.221,0,legit,0
705.26,9,216,1169.93,-0.993,0,1,1,0,0,0,0,1543,0,169.6,0,0,0.075,0,legit,0
887.15,8,727,1194.25,-0.643,1,2,1,0,0,0,0,3556,0,114.6,0,0,0.122,0,legit,0
1198.81,17,234,812.38,1.189,0,3,2,0,0,0,1,511,0,110.3,0,0,0.0,0,legit,0
49.92,8,30,601.94,-2.293,5,13,4,2,0,0,0,1447,0,91.7,1,0,0.088,0,mule_cashout_ring,1
2054.56,23,191,2121.03,-0.078,0,0,3,0,0,0,0,523,0,72.8,0,0,0.139,0,legit,0
1125.73,8,1233,1528.21,-0.658,1,1,1,1,0,0,0,351,0,33.2,0,0,0.287,0,legit,0
1915.36,22,298,1719.86,0.284,0,2,2,0,0,0,0,11,0,20.7,0,0,0.138,0,legit,0
2527.17,20,711,1874.85,0.87,0,3,1,0,0,0,0,9,0,332.2,0,0,0.0,0,legit,0
1950.4,5,324,1294.73,1.266,1,2,3,0,0,0,0,49,0,45.7,0,0,0.214,0,legit,0
2373.17,21,84,1961.5,0.525,1,3,1,0,0,0,0,1135,0,82.3,0,0,0.1,0,legit,0
188.05,6,963,598.34,-1.714,1,1,1,0,0,0,0,28,0,44.6,1,0,0.153,0,legit,0
425.03,18,489,398.57,0.166,0,3,1,1,0,1,0,1127,0,98.9,0,0,0.074,0,legit,0
2082.49,1,582,1155.66,2.005,1,0,2,1,0,0,0,4632,0,204.8,0,0,0.131,0,legit,0
697.9,21,686,825.06,-0.385,0,1,1,0,1,0,1,1049,0,35.0,0,0,0.14,0,legit,0
1554.28,22,92,1140.73,0.906,0,3,1,1,0,0,0,25,0,102.8,0,0,0.175,0,legit,0
839.45,0,129,552.56,1.298,0,3,1,0,0,0,1,9934,0,40.1,0,0,0.077,0,legit,0
2299.31,23,92,1995.91,0.38,1,0,5,0,0,0,0,2478,0,29.7,0,0,0.06,0,legit,0
389.56,0,437,593.92,-0.86,0,1,1,0,0,0,1,600,0,353.8,0,0,0.297,0,legit,0
1270.57,22,511,1735.41,-0.67,1,4,2,0,0,0,0,750,0,164.2,0,0,0.023,0,legit,0
1198.98,20,394,1479.58,-0.474,2,4,4,0,0,0,0,2612,0,207.7,0,0,0.233,0,legit,0
555.5,0,55,954.73,-1.045,0,1,2,0,0,0,0,50,0,102.6,0,0,0.09,0,legit,0
215.23,9,280,264.47,-0.465,0,0,3,0,1,0,0,178,0,309.8,0,0,0.221,0,legit,0
889.83,3,617,585.43,1.3,0,1,3,0,0,0,0,80,0,67.6,0,0,0.103,0,legit,0
678.68,6,640,869.01,-0.548,0,5,4,0,0,0,1,516,0,98.3,0,0,0.026,0,legit,0
1004.42,7,318,1305.91,-0.577,1,1,1,0,0,0,0,105,0,5.9,0,0,0.182,0,legit,0
388.52,17,632,1347.87,-1.779,0,4,1,0,0,0,0,254,0,110.0,0,0,0.019,0,legit,0
558.16,12,182,628.43,-0.28,0,2,2,0,0,0,0,4604,0,59.8,0,0,0.487,0,legit,0
626.04,18,1054,1324.93,-1.319,3,3,2,0,0,0,0,395,0,265.9,0,0,0.099,0,legit,0
221.4,9,301,747.09,-1.759,2,3,1,0,0,0,0,67,0,133.8,0,0,0.105,0,legit,0
1071.31,4,234,1832.31,-1.038,0,3,1,2,0,0,0,13,0,357.4,0,0,0.092,0,legit,0
1947.51,7,847,1026.61,2.243,2,1,1,0,0,0,0,2316,0,128.0,0,0,0.277,0,legit,0
1082.41,6,382,883.44,0.563,0,1,2,2,0,0,0,35,0,53.3,0,0,0.234,0,legit,0
1283.19,21,241,1189.35,0.197,0,2,2,0,0,0,0,8469,0,75.0,0,0,0.108,0,legit,0
1291.05,1,638,1136.56,0.34,0,2,2,1,0,0,0,291,0,48.2,0,0,0.105,0,legit,0
528.67,15,791,336.69,1.426,0,0,1,0,0,0,0,294,0,66.6,0,0,0.165,0,legit,0
1171.93,0,672,1482.78,-0.524,0,1,4,0,0,0,0,3279,0,162.7,0,0,0.443,0,legit,0
1766.02,14,123,1691.03,0.111,1,2,1,0,0,0,0,38,0,132.7,0,0,0.177,0,legit,0
728.47,9,1108,1385.33,-1.185,0,0,1,0,0,0,0,163,0,142.4,0,0,0.0,0,legit,0
1294.6,19,164,1253.86,0.081,0,3,1,0,0,0,0,481,0,64.7,0,0,0.155,0,legit,0
923.82,10,467,1072.38,-0.346,0,1,1,0,0,0,0,955,0,12.0,0,0,0.24,0,legit,0
1642.46,16,633,1199.21,0.924,0,5,2,1,0,0,0,1774,0,93.5,0,0,0.098,0,legit,0
9227.63,16,249,1620.01,11.74,0,2,3,0,0,1,0,14,0,44.2,0,1,0.519,0,account_takeover_simswap,1
1844.89,9,667,1617.91,0.351,0,3,6,0,0,0,0,1194,0,60.1,0,0,0.408,0,legit,0
1038.3,4,70,1665.99,-0.942,0,5,3,0,0,0,0,274,0,85.2,0,0,0.376,0,legit,0
1771.59,22,687,1937.94,-0.215,1,0,4,0,0,0,0,4175,0,81.9,0,0,0.062,0,legit,0
1398.37,18,273,899.62,1.386,0,2,1,0,0,0,0,3348,0,114.4,1,0,0.0,0,legit,0
621.33,6,59,965.13,-0.891,0,1,2,1,0,0,0,205,0,202.4,0,0,0.116,0,legit,0
1468.9,18,144,1876.08,-0.543,1,1,1,0,0,0,1,2283,0,77.1,0,0,0.148,0,legit,0
1478.73,4,444,2172.86,-0.799,0,4,1,0,0,0,0,1756,0,55.2,0,0,0.294,0,legit,0
1562.71,23,471,1528.9,0.055,0,4,3,1,0,0,1,20,0,133.8,0,0,0.034,0,legit,0
632.17,14,206,872.49,-0.689,3,2,3,0,1,0,0,5,0,63.3,0,0,0.233,0,legit,0
1440.74,20,414,950.83,1.288,1,2,1,0,0,0,0,965,0,114.4,0,0,0.0,0,legit,0
286.47,18,348,231.2,0.598,0,1,1,0,0,0,0,133,0,67.3,0,0,0.062,0,legit,0
437.89,3,132,279.48,1.417,0,2,2,1,0,0,0,232,0,69.6,0,0,0.091,0,legit,0
2085.6,6,1048,1310.19,1.48,0,1,2,0,0,0,0,1659,0,148.9,0,0,0.0,0,legit,0
1046.87,12,87,1600.51,-0.865,0,6,1,0,0,0,1,13,0,259.4,0,0,0.067,0,legit,0
869.11,18,223,565.91,1.339,1,0,2,0,0,1,0,268,0,102.2,0,0,0.0,0,legit,0
1469.2,17,314,1505.95,-0.061,0,4,2,0,0,0,0,531,0,229.6,0,0,0.146,0,legit,0
1472.93,0,635,1478.48,-0.009,0,2,1,0,0,0,1,6755,0,32.0,0,0,0.15,0,legit,0
891.64,2,644,658.79,0.884,0,3,2,2,0,0,0,1303,0,45.2,0,0,0.391,0,legit,0
1059.4,14,54,923.26,0.369,1,2,1,0,0,0,1,517,1,14.2,0,0,0.191,0,legit,0
10.0,2,544,1514.74,-2.483,0,5,1,2,0,0,1,1323,0,104.4,0,0,0.132,0,legit,0
616.52,10,598,364.3,1.731,0,4,1,0,0,0,0,198,0,19.8,0,0,0.098,0,legit,0
1253.65,15,692,1213.85,0.082,0,3,2,2,0,0,0,8511,0,127.7,0,0,0.0,0,legit,0
1350.6,3,66,1912.88,-0.735,0,2,1,0,0,0,0,251,0,22.2,0,0,0.0,0,legit,0
253.23,10,499,216.85,0.419,0,3,2,0,0,0,1,0,0,96.1,0,1,0.017,0,legit,0
1592.63,9,416,1044.81,1.311,0,0,1,0,0,0,0,149,1,12.3,0,0,0.096,0,legit,0
760.17,5,1027,689.87,0.255,0,2,1,0,0,0,0,65,0,94.4,0,0,0.153,0,legit,0
1656.09,10,364,954.41,1.838,1,2,4,3,0,1,1,1059,0,29.5,0,0,0.211,0,legit,0
460.1,17,814,467.28,-0.038,1,0,1,0,0,0,0,9,0,48.9,0,0,0.264,0,legit,0
1794.45,11,481,1586.63,0.327,0,1,2,1,0,0,0,172,0,1218.6,0,0,0.181,0,remote_access_session,1
2754.78,15,325,1951.85,1.028,0,3,2,0,0,0,0,1065,0,97.7,0,0,0.313,0,legit,0
1519.86,19,350,857.17,1.933,1,2,2,1,0,1,1,141,0,100.9,0,0,0.056,0,legit,0
1259.91,6,330,1204.87,0.114,0,3,1,1,0,0,0,11,0,104.7,0,0,0.276,0,legit,0
2370.96,10,974,1779.89,0.83,0,2,2,0,0,1,0,979,0,80.8,0,0,0.402,0,legit,0
472.57,22,115,309.77,1.314,0,2,1,0,0,0,0,6852,0,72.2,0,0,0.226,1,legit,0
2406.55,6,450,1718.75,1.0,0,2,3,0,0,0,0,1409,0,33.1,0,0,0.199,0,legit,0
3252.9,22,824,1600.24,2.582,0,6,8,2,0,1,1,2108,0,50.4,0,0,0.175,0,legit,0
1608.49,7,358,1944.41,-0.432,1,1,1,0,0,0,1,529,0,30.7,0,0,0.12,0,legit,0
1040.87,14,90,889.06,0.427,1,0,2,1,0,0,0,69,0,26.3,0,0,0.034,0,legit,0
477.37,11,316,387.8,0.577,0,0,4,0,0,0,0,2217,0,42.5,0,0,0.164,0,legit,0
298.24,3,397,1073.57,-1.805,1,3,2,0,0,0,0,1356,0,28.9,0,0,0.115,0,legit,0
419.58,18,281,328.07,0.697,0,1,2,0,0,0,1,3746,0,30.6,0,0,0.363,0,legit,0
1716.28,11,634,1481.03,0.397,0,4,1,0,0,0,0,193,0,72.4,0,0,0.131,0,legit,0
1620.48,21,633,1505.87,0.19,0,3,1,1,0,0,0,135,0,21.7,0,0,0.375,0,legit,0
592.31,18,1068,785.56,-0.615,0,3,1,0,0,0,0,480,0,57.0,0,0,0.293,0,legit,0
964.01,21,200,765.81,0.647,0,2,1,0,0,0,0,2045,0,111.7,0,0,0.156,0,legit,0
875.49,11,245,554.07,1.45,1,3,2,0,0,0,0,19,0,96.4,0,0,0.317,0,legit,0
512.37,9,418,954.62,-1.158,1,2,1,1,0,0,0,9090,1,63.1,0,0,0.0,0,legit,0
1776.04,0,284,1412.89,0.643,0,2,1,0,0,0,0,327,0,43.8,0,0,0.361,0,legit,0
2786.29,19,415,2170.92,0.709,1,2,3,0,0,1,1,8207,0,197.9,0,0,0.205,0,legit,0
619.67,13,335,1019.01,-0.98,0,6,4,3,0,1,1,267,0,91.1,0,0,0.135,0,legit,0
1575.62,5,484,1171.76,0.862,0,0,1,0,0,0,0,90,0,35.9,0,0,0.2,0,legit,0
1182.73,23,157,1096.66,0.196,0,3,2,0,0,1,0,19411,0,106.1,0,0,0.167,0,legit,0
506.82,12,795,958.1,-1.178,1,2,2,1,0,0,0,923,0,343.5,0,0,0.025,0,legit,0
1101.19,5,116,806.84,0.912,1,1,2,0,0,1,0,650,0,42.8,0,0,0.169,0,legit,0
333.29,12,239,403.04,-0.433,0,1,1,0,0,0,0,9808,0,33.2,0,0,0.051,0,legit,0
1903.03,22,675,1117.82,1.756,0,1,1,0,0,0,0,32,0,47.5,0,0,0.248,0,legit,0
489.3,20,657,1018.94,-1.299,0,1,1,0,0,0,0,349,0,91.7,0,0,0.113,0,legit,0
1398.26,10,29,1144.35,0.555,0,1,1,0,0,0,0,132,0,31.4,0,0,0.243,0,legit,0
851.46,1,499,1595.96,-1.166,0,4,1,1,0,0,0,3299,0,133.7,0,0,0.305,0,legit,0
1816.85,3,459,1131.83,1.513,0,5,3,0,0,0,0,60,0,40.2,0,0,0.14,0,legit,0
1472.12,22,699,1083.52,0.897,0,1,1,0,0,0,0,61,0,19.7,0,0,0.0,0,legit,0
313.28,19,376,1331.27,-1.912,0,1,1,0,0,0,0,41,0,89.7,0,1,0.163,0,legit,0
1835.55,3,1062,1296.1,1.041,0,3,1,0,1,0,0,722,0,57.0,0,0,0.13,0,legit,0
475.43,13,183,1154.01,-1.47,0,4,2,0,0,0,1,151,0,232.5,0,0,0.249,0,legit,0
717.28,6,191,985.83,-0.681,1,2,1,0,0,0,0,136,0,28.6,0,0,0.0,0,legit,0
62.97,19,25,50.0,0.648,0,2,1,0,0,0,0,19,1,25.8,0,0,0.226,0,legit,0
2547.58,0,215,1807.52,1.024,0,1,1,1,0,0,0,18,1,102.4,0,0,0.333,0,legit,0
515.59,1,337,887.24,-1.047,1,3,1,0,0,0,0,98,0,119.9,0,0,0.136,0,legit,0
1697.64,12,237,1309.46,0.741,0,6,1,0,0,0,0,69,0,124.5,0,0,0.103,0,legit,0
1118.17,0,580,732.52,1.316,0,4,2,0,0,0,0,130,0,113.4,0,0,0.119,0,legit,0
652.09,1,218,1140.94,-1.071,0,0,1,1,0,1,0,69,1,73.3,0,0,0.0,0,legit,0
10.0,9,1006,1621.45,-2.485,0,1,1,2,0,0,0,1653,0,26.0,0,0,0.0,0,legit,0
2459.97,15,289,1845.67,0.832,0,3,1,1,0,0,0,66,0,86.5,0,0,0.127,0,legit,0
1675.27,6,315,1201.82,0.985,0,3,2,0,0,0,1,49,0,27.2,0,0,0.316,0,legit,0
2831.66,17,95,1998.61,1.042,0,2,4,1,0,1,1,189,0,219.7,0,0,0.363,0,legit,0
2221.36,18,406,2130.73,0.106,0,1,2,0,0,0,0,50,0,80.8,0,0,0.087,0,legit,0
752.12,6,149,1353.58,-1.111,0,1,2,2,0,0,0,159,0,142.5,0,0,0.415,0,legit,0
43.74,1,89,50.0,-0.313,0,0,4,1,0,1,1,1392,0,102.1,0,0,0.197,0,legit,0
1189.31,2,298,1772.43,-0.822,1,3,3,0,0,0,0,30,0,138.4,0,0,0.087,0,legit,0
226.23,21,525,326.77,-0.769,1,5,2,0,0,0,0,92,0,142.8,0,0,0.192,0,legit,0
1705.73,3,807,1596.07,0.172,0,5,4,2,0,1,1,27,0,107.2,0,0,0.0,0,legit,0
2198.15,17,854,1711.28,0.711,0,2,1,0,0,0,0,802,0,148.2,0,0,0.099,0,legit,0
805.58,22,851,748.19,0.192,0,2,1,0,0,0,0,1400,0,56.1,0,0,0.176,0,legit,0
947.17,18,1149,826.73,0.364,2,4,1,0,0,0,1,95,0,33.7,0,0,0.106,0,legit,0
632.71,15,524,415.59,1.306,0,1,1,0,0,0,1,114,0,37.3,0,0,0.076,0,legit,0
1017.89,11,1279,958.92,0.154,0,2,1,0,0,0,1,1016,0,194.5,0,0,0.135,0,legit,0
571.14,8,426,1098.15,-1.2,0,0,4,4,0,1,1,21158,0,135.8,0,0,0.35,0,legit,0
611.76,6,369,501.71,0.548,0,3,1,0,0,0,0,1623,0,40.8,0,0,0.248,0,legit,0
1453.33,17,968,1008.2,1.104,0,3,3,0,0,0,0,92,0,25.1,0,0,0.0,0,legit,0
532.44,16,518,946.52,-1.094,0,4,1,0,0,0,0,2974,0,317.3,0,0,0.205,0,legit,0
2540.98,5,354,2158.47,0.443,0,2,2,0,1,0,0,422,0,37.0,0,0,0.075,0,legit,0
336.34,10,119,572.04,-1.03,1,4,1,0,0,0,0,439,0,181.4,0,0,0.387,0,legit,0
335.09,16,90,315.32,0.157,0,3,1,0,1,0,0,74902,0,183.7,0,0,0.0,0,legit,0
1476.61,19,279,1565.31,-0.142,0,5,4,4,0,1,1,12471,0,44.1,0,0,0.109,0,legit,0
507.6,9,31,1192.67,-1.436,1,5,1,0,0,0,0,25,0,98.9,0,0,0.146,0,legit,0
1124.61,11,253,792.02,1.05,0,2,3,0,0,0,0,365,0,9.9,0,0,0.234,0,legit,0
924.53,19,159,1547.93,-1.007,0,1,1,1,0,0,0,251,0,50.7,0,1,0.0,0,legit,0
276.28,19,175,1050.21,-1.842,1,0,1,0,0,0,0,2008,0,81.6,0,0,0.239,0,legit,0
2369.62,6,431,1899.18,0.619,0,1,1,2,0,0,0,145,0,98.3,0,0,0.17,0,legit,0
